zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
密碼不得為空,密码不得为空,Please enter your password.,,รหัสผ่านไม่สามารถเว้นว่างได้,,7,パスワードが空であることはできません,,6,비밀번호는 비어 있지 않아야합니다,,8,Mật khẩu không được để trống,,13,errorInputValidator.passwordEmpty
驗證碼格式錯誤,验证码格式错误,Wrong Verification Code Format,,รูปแบบรหัสยืนยันไม่ถูกต้อง,,8,検証コード形式エラー,,7,확인 코드 형식 오류,,9,Định dạng mã nghiệm chứng bị lỗi,,15,errorInputValidator.captchaFormat
驗證碼不得為空,验证码不得为空,Please enter your verification code.,,รหัสยืนยันไม่สามารถเว้นว่างได้,,8,検証コードが空であってはなりません,,7,검증 코드는 비어 있지 않아야합니다,,9,Mã nghiệm chứng không được để trống,,15,errorInputValidator.captchaEmpty
推薦碼不得為空,推荐码不得为空,Please enter your referral code.,,รหัสอ้างอิงไม่สามารถเว้นว่างได้,,8,推奨されるコードは空であってはなりません,,7,권장 코드는 비어 있지 않아야합니다,,9,Mã giới thiệu không được để trống,,15,errorInputValidator.referralCodeEmpty
推薦碼格式有誤,推荐码格式有误,Wrong Referral Code Format,,รูปแบบรหัสอ้างอิงไม่ถูกต้อง,,8,推奨されるコード形式は間違っています,,7,권장 코드 형식이 잘못되었습니다,,9,Định dạng mã giới thiệu bị lỗi,,15,errorInputValidator.referralCodeFormat
尚無平倉,尚无平仓,No close position yet,,ไม่มีตำแหน่งปิด,,4,閉鎖はありません,,4,폐쇄가 없습니다,,5,Không có vị thế thanh lý,,9,agentFundingHistoryClose.emptyTip
尚無開倉,尚无开仓,No open position yet,,ไม่มีตำแหน่งเปิด,,4,開いた位置はありません,,4,열린 위치가 없습니다,,5,Không có mất một vị trí,,9,agentFundingHistoryOpen.emptyTip
尚無可使用獎勵,尚无可使用奖励,No rewards available yet,,ไม่มีรางวัลที่ใช้ได้,,8,報酬はありません,,7,보상은 없습니다,,9,Không có thưởng khuyến khích có thể sử dụng,,15,awardAvailable.emptyTip
尚無歷史獎勵,尚无历史奖励,No reward history yet,,ไม่มีรางวัลในประวัติ,,7,歴史的な報酬はありません,,6,역사적 보상이 없습니다,,8,Không có thưởng khuyến khích lịch sử,,13,awardHistory.emptyTip
請輸入PIN碼,请输入PIN码,Please enter your PIN.,,กรุณากรอกรหัส PIN,,8,ピンコードを入力してください,,7,PIN 코드를 입력하십시오,,9,Vui lòng nhập mã PIN,,15,securityVerifyMessage.pinInputTitle
生物辨識,生物辨识,Biometric,,ระบบพิสูจน์ตัวตนบุคคล /ไบโอเมตริกซ์,,4,生物学的アイデンティティ,,4,생물학적 정체성,,5,Nhận dạng sinh trắc học,,9,securityVerifyMessage.biometric
驗證成功,验证成功,Verification Successful,,ยืนยันสำเร็จ,,4,検証の成功,,4,성공적인 검증,,5,Nghiệm chứng thành công,,9,securityVerifyMessage.biometricValidateSuccess
驗證失敗,验证失败,Varification failed,,ยืนยันล้มเหลว,,4,検証に失敗しました,,4,확인이 실패했습니다,,5,Nghiệm chứng không thành công,,9,securityVerifyMessage.biometricValidateFail
掃描指紋或臉部進行身份驗證,扫描指纹或脸部进行身份验证,Scan your fingerprint or face for ID verification.,,ทำการสแกนลายนิ้วมือหรือใบหน้าของคุณเพื่อยืนยันตัวตน,,15,認証のために指紋またはフェイスをスキャンします,,13,인증을 위해 지문 또는 얼굴을 스캔하십시오,,18,Quét vân tay hoặc mặt để nghiệm chứng danh tính,,29,securityVerifyMessage.androidLocalizedReason
掃描指紋進行身份驗證,扫描指纹进行身份验证,Scan your fingerprint for ID verification.,,สแกนลายนิ้วมือเพื่อยืนยันตัวตน,,11,認証のためのスキャン指紋,,10,인증을위한 지문 스캔,,14,Quét vân tay để nghiệm chứng danh tính,,22,securityVerifyMessage.iosLocalizedReason
觸摸感應,触摸感应,Touch sensing,,ระบบสัมผัส,,4,タッチ誘導,,4,터치 유도,,5,Chạm cảm ứng,,9,securityVerifyMessage.fingerprintHint
"無法識別指紋, 請再嘗試一次","无法识别指纹, 请再尝试一次",The fingerprint cannot be recognized. Please try again.,,,,14,指紋を認識できません。一度試してみてください,,12,지문을 인식 할 수 없습니다. 한 번 시도해보십시오,,16,,,27,securityVerifyMessage.fingerprintNotRecognized
指紋識別成功,指纹识别成功,Fingerprint Recognition Successful,,จดจำลายนิ้วมือสำเร็จ,,7,指紋認識に成功しました,,6,지문 인식이 성공적으로 인식됩니다,,8,Nhận dạng vân tay thành công,,13,securityVerifyMessage.fingerprintSuccess
指紋驗證,指纹验证,Fingerprint Verification,,การตรวจสอบลายนิ้วมือ,,4,指紋確認,,4,지문 검증,,5,Nghiệm chứng vân tay,,9,securityVerifyMessage.signInTitle
指紋辨識需求,指纹辨识需求,Fingerprint Recognition Requirements,,ข้อกำหนดในการจดจำลายนิ้วมือ,,7,指紋認識要件,,6,지문 인식 요구 사항,,8,Nhu cầu nhận dạng vân tay,,13,securityVerifyMessage.fingerprintRequiredTitle
去設定,去设定,Set Up Now,,ไปยังตั้งค่า,,3,設定,,3,세트,,4,Đi thiết lập,,6,securityVerifyMessage.goToSettingsButton
指紋辨識尚未開啓或設定,指纹辨识尚未开启或设定,Fingerprint recognition is not turned on or set up.,,ไม่ได้เปิดหรือตั้งค่าการจดจำลายนิ้วมือ,,12,指紋認識はオンまたは設定されていません,,11,지문 인식이 켜지거나 설정되지 않았습니다,,15,Nhận dạng vân tay chưa mở hoặc chưa thiết lập,,24,securityVerifyMessage.goToSettingsDescription
"生物辨識驗證被禁用, 請執行鎖定以及解鎖螢幕後以重新啓用","生物辨识验证被禁用, 请执行锁定以及解锁萤幕后以重新启用",Biometric verification is disabled. Please perform locking and unlocking the screen to restart.,,การตรวจสอบไบโอเมตริกซ์ถูกปิดใช้งาน โปรดล็อกและปลดล็อกหน้าจอเพื่อเปิดใช้งานอีกครั้ง,,30,バイオ - アイデンティティの確認が禁止されています。ロックを実行して画面のロックを解除して、再有効にしてください,,26,바이오 -정체성 검증이 금지되어 있습니다. 잠금을 실행하고 화면 잠금 해제를 다시 확인할 수 있습니다.,,36,"Nghiệm chứng nhận dạng sinh trắc học bị cấm dùng, vui lòng khóa và mở khóa màn hình, sau đó khởi động lại từ đầu",,58,securityVerifyMessage.lockOut
好的,好的,No problem.,,โอเค,,2,わかった,,2,확인,,2,Vâng,,4,securityVerifyMessage.itsOk
市價成交,市价成交,Market Price Closing,,ราคาตลาดปิด,,4,市場価格取引,,4,시장 가격 거래,,5,Giao dịch giá thị trường thành công,,9,"orderTransactionType.market,positionOpenReason.market"
指價成交,指价成交,Index Price Closing,,ราคาดัชนีปิด,,4,指のトランザクション,,4,손가락 거래,,5,Giao dịch giá chỉ định thành công,,9,orderTransactionType.trust
止盈成交,止盈成交,Take Profit Closing,,Take Profit ปิด,,4,トランザクションの停止,,4,거래 중지,,5,Giao dịch chốt lãi thành công,,9,orderTransactionType.stopProfit
止損成交,止损成交,Stop Loss Closing,,การปิดการหยุดขาดทุน,,4,損失トランザクションを停止します,,4,손실 거래를 중지하십시오,,5,Giao dịch chốt lỗ thành công,,9,orderTransactionType.stopLoss
時間強平,时间强平,Time Forced Liquidation,,เวลาบังคับชำระบัญชี,,4,時間強平,,4,평평한 시간,,5,Cưỡng chế thanh lý theo thời gian,,9,orderTransactionType.timeout
資金強平,资金强平,Funds Forced Liquidation,,กองทุนบังคับการชำระบัญชี,,4,資金強平,,4,깊이 자금을 지원했습니다,,5,Cưỡng chế thanh lý theo số vốn,,9,orderTransactionType.fundingLimit
雲端跟單,云端跟单,Cloud Order-handling Closing,,การปิดการจัดการคำสั่งซื้อบนคลาวด์,,4,クラウドと注文,,4,클라우드와 주문,,5,Theo Đơn từ Đám Mây,,9,orderTransactionType.followCloud
套利指標1分鐘,套利指标1分钟,Arbitrage Indicator 1 Minute,,Arbitrage Indicator 1 นาที,,8,アービトラージインジケーター1分,,7,차익 거래 지표 1 분,,9,Chỉ tiêu ứng dụng lãi 1 phút,,15,orderTransactionType.arbitrage1
套利指標3分鐘,套利指标3分钟,Arbitrage Indicator 3 Minutes,,Arbitrage Indicator 3 นาที,,8,アービトラージインジケーター3分,,7,차익 거래 지표 3 분,,9,Chỉ tiêu ứng dụng lãi 3 phút,,15,orderTransactionType.arbitrage3
套利指標5分鐘,套利指标5分钟,Arbitrage Indicator 5 Minutes,,Arbitrage Indicator 5 นาที,,8,アービトラージインデックス5分,,7,중재 지수 5 분,,9,Chỉ tiêu ứng dụng lãi 5 phút,,15,orderTransactionType.arbitrage5
實時平均策略,实时平均策略,Real-time Averaging Strategy,,กลยุทธ์การเฉลี่ยตามเวลาจริง,,7,リアルタイム平均戦略,,6,실시간 평균 전략,,8,Sách lược thời gian thực bình quân,,13,orderTransactionType.realTimeAverage
跟單成交,跟单成交,Walkthrough Order Closing,,การปิดคำสั่งซื้อ,,4,単一のトランザクション,,4,단일 거래,,5,Giao dịch theo Đơn thành công,,9,orderTransactionType.track
合約強平,合约强平,Contract Forced Liquidation,,สัญญาบังคับชำระบัญชี,,4,契約Qiangping,,4,계약 Qiangping,,5,Cưỡng chế thanh lý theo Hợp đồng,,9,"orderTransactionType.contract,positionCloseReason.contract"
限價成交,限价成交,Price Limit Closing,,,,4,,,4,,,5,,,9,positionOpenReason.limit
保證金強平,保证金强平,Margin Forced Liquidation,,,,5,,,5,,,7,,,11,positionCloseReason.margin
止盈平倉,止盈平仓,Take Profit Close Position,,,,4,,,4,,,5,,,9,positionCloseReason.stopProfit
止損平倉,止损平仓,Stop Loss Close Position,,,,4,,,4,,,5,,,9,positionCloseReason.stopLoss
市價平倉,市价平仓,Market Price Close Position ,,,,4,,,4,,,5,,,9,positionCloseReason.user
還需等待 {seconds} 秒,还需等待 {seconds} 秒,You still need to wait {seconds} seconds.,,กรุณารอ {seconds} วินาที,,5 + ?,{seconds}秒も待ちます,,5 + ?,또한 {seconds} 초를 기다리십시오,,7 + ?,Còn phải chờ {seconds} giây,,11 + ?,captchaBloc.statusWait
