zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
暫不更新,暂不更新,Not updated for the moment,,ไม่มีการอัปเดต,,4,更新なし,,4,업데이트가 없습니다,,5,Không có cập nhật,,9,updateVersionPopup.ignoreThisTime
全面更新,全面更新,Fully Updated,,การอัปเดตที่ครอบคลุม,,4,包括的なアップデート,,4,포괄적 인 업데이트,,5,Cập nhật toàn diện,,9,updateVersionPopup.newVersionTitle
版本,版本,Version,,รุ่น,,2,バージョン,,2,버전,,2,Phiên bản,,4,updateVersionPopup.newVersionPrefix
發現新版本,发现新版本,Discover New Version,,ค้นพบเวอร์ชันใหม่,,5,新しいバージョンを発見します,,5,새로운 버전을 발견하십시오,,7,Khám phá một phiên bản mới,,11,updateVersionPopup.foundNewVersion
下載中,下载中,Downloading,,การดาวน์โหลด,,3,ダウンロード,,3,다운로드,,4,tải xuống,,6,updateVersionPopup.downloading
立即更新,立即更新,Update Now,,อัปเดตทันที,,4,すぐに更新します,,4,즉시 업데이트하십시오,,5,Cập nhật ngay lập tức,,9,updateVersionPopup.updateImmediately
發送驗證碼,发送验证码,Send,,ส่งรหัสการยืนยัน,,5,確認コードを送信します,,5,확인 코드를 보냅니다,,7,Gửi mã xác minh,,11,captchaButton.sendPhoneCode
區碼,区码,Area code,,รหัสโซน,,2,ゾーンコード,,2,영역 코드,,2,Mã khu vực,,4,dialCodeContainer.hint
最多可選 {max} 項,最多可选 {max} 项,At most {max} items can be selected.,,รายการเพิ่มเติม {max} ส่วนใหญ่,,5 + ?,ほとんどのオプション{max}アイテム,,5 + ?,대부분의 선택적 {max} 항목,,7 + ?,Mục {max} tùy chọn nhất,,11 + ?,checkboxInputContainer.reachMaxToast
最少需選 {min} 項,最少需选 {min} 项,At least {min} items need to be selected.,,คุณต้องเลือกรายการ {min} อย่างน้อย,,5 + ?,少なくとも{min}アイテムを選択する必要があります,,5 + ?,최소 {min} 항목을 선택해야합니다.,,7 + ?,Bạn cần chọn ít nhất {min} mục,,11 + ?,checkboxInputContainer.reachMinToast
微信或LINE ID欄位須擇一填寫,微信或LINE ID栏位须择一填写,You must select either WeChat or LINE ID field to fill in.,,ต้องกรอกฟิลด์ WeChat หรือ Line ID,,18,WeChatまたはLine IDフィールドに記入する必要があります,,16,WeChat 또는 라인 ID 필드를 채워야합니다,,22,Các trường WeChat hoặc Line ID phải được điền vào,,36,"errorInputValidator.userLineEmpty,errorInputValidator.userWechatEmpty"
Line Id格式有誤,Line Id格式有误,Wrong Line ID Format,,รูปแบบ ID บรรทัดผิด,,11,行ID形式が間違っています,,10,라인 ID 형식이 잘못되었습니다,,14,Định dạng ID dòng là sai,,22,errorInputValidator.userLineFormat
微信格式有誤,微信格式有误,Wrong WeChat Format,,รูปแบบ weChat ผิด,,7,WeChat形式は間違っています,,6,WeChat 형식이 잘못되었습니다,,8,Định dạng WeChat là sai,,13,errorInputValidator.userWechatFormat
代號不得為空,代号不得为空,Please enter a ticker symbol.,,รหัสต้องไม่ว่างเปล่า,,7,コードが空であってはなりません,,6,코드는 비어 있지 않아야합니다,,8,Mã không được trống,,13,errorInputValidator.bankCodeEmpty
代號格式錯誤,代号格式错误,Wrong Symbol Format,,ข้อผิดพลาดรูปแบบรหัส,,7,コード形式エラー,,6,코드 형식 오류,,8,Lỗi định dạng mã,,13,errorInputValidator.bankCodeFormat
帳號不得為空,帐号不得为空,Please enter your account number.,,บัญชีไม่ว่างเปล่า,,7,アカウントは空ではありません,,6,계정이 비어 있지 않습니다,,8,Tài khoản không trống,,13,errorInputValidator.bankAccountEmpty
帳號格式有誤,帐号格式有误,Wrong Account Number Format,,รูปแบบบัญชีไม่ถูกต้อง,,7,アカウント形式が間違っています,,6,계정 형식이 잘못되었습니다,,8,Định dạng tài khoản là sai,,13,errorInputValidator.bankAccountFormat
戶名不得為空,户名不得为空,Please enter your account name.,,ชื่อของครัวเรือนจะต้องไม่ว่างเปล่า,,7,世帯の名前は空であってはなりません,,6,가정의 이름은 비어 있지 않아야합니다,,8,Tên của hộ gia đình không được trống,,13,errorInputValidator.bankUsernameEmpty
戶名格式有誤,户名格式有误,Wrong Account Name Format,,รูปแบบ,,7,フォーマット形式,,6,형식 형식,,8,Định dạng định dạng,,13,errorInputValidator.bankUsernameFormat
Email格式錯誤,Email格式错误,Wrong Email Format,,ข้อผิดพลาดรูปแบบอีเมล,,10,電子メール形式エラー,,9,이메일 형식 오류,,12,Lỗi định dạng email,,20,errorInputValidator.emailFormat
Email不得為空,Email不得为空,Please enter your Email.,,อีเมลจะต้องไม่ว่างเปล่า,,10,電子メールは空であってはなりません,,9,이메일은 비어 있지 않아야합니다,,12,Email không được trống,,20,errorInputValidator.emailEmpty
手機號不得為空,手机号不得为空,Please enter your mobile number.,,หมายเลขโทรศัพท์มือถือไม่ว่างเปล่า,,8,携帯電話番号は空ではありません,,7,휴대폰 번호는 비어 있지 않습니다,,9,Số điện thoại di động không trống,,15,errorInputValidator.phoneEmpty
手機號格式有誤,手机号格式有误,Wrong Mobile Number Format,,รูปแบบหมายเลขโทรศัพท์มือถือไม่ถูกต้อง,,8,携帯電話番号形式が間違っています,,7,휴대폰 번호 형식이 잘못되었습니다,,9,Định dạng số điện thoại di động là sai,,15,errorInputValidator.phoneFormat
密碼格式錯誤,密码格式错误,Wrong Password Format,,ข้อผิดพลาดรูปแบบรหัสผ่าน,,7,パスワード形式エラー,,6,비밀번호 형식 오류,,8,Lỗi định dạng mật khẩu,,13,errorInputValidator.passwordFormat
密碼不得為空,密码不得为空,Please enter your password.,,รหัสผ่านจะต้องไม่ว่างเปล่า,,7,パスワードが空であることはできません,,6,비밀번호는 비어 있지 않아야합니다,,8,Mật khẩu không được trống,,13,errorInputValidator.passwordEmpty
驗證碼格式錯誤,验证码格式错误,Wrong Verification Code Format,,ข้อผิดพลาดรูปแบบการตรวจสอบรหัส,,8,検証コード形式エラー,,7,확인 코드 형식 오류,,9,Lỗi định dạng mã xác minh,,15,errorInputValidator.captchaFormat
驗證碼不得為空,验证码不得为空,Please enter your verification code.,,รหัสการยืนยันจะต้องไม่ว่างเปล่า,,8,検証コードが空であってはなりません,,7,검증 코드는 비어 있지 않아야합니다,,9,Mã xác minh không được trống,,15,errorInputValidator.captchaEmpty
推薦碼不得為空,推荐码不得为空,Please enter your referral code.,,รหัสที่แนะนำจะต้องไม่ว่างเปล่า,,8,推奨されるコードは空であってはなりません,,7,권장 코드는 비어 있지 않아야합니다,,9,Mã được đề xuất không được trống,,15,errorInputValidator.referralCodeEmpty
推薦碼格式有誤,推荐码格式有误,Wrong Referral Code Format,,รูปแบบรหัสที่แนะนำนั้นไม่ถูกต้อง,,8,推奨されるコード形式は間違っています,,7,권장 코드 형식이 잘못되었습니다,,9,Định dạng mã được đề xuất là sai,,15,errorInputValidator.referralCodeFormat
尚無平倉,尚无平仓,No close position yet,,ไม่มีการปิด,,4,閉鎖はありません,,4,폐쇄가 없습니다,,5,Không có đóng cửa,,9,agentFundingHistoryClose.emptyTip
尚無開倉,尚无开仓,No open position yet,,ไม่มีตำแหน่งเปิด,,4,開いた位置はありません,,4,열린 위치가 없습니다,,5,Không có vị trí mở,,9,agentFundingHistoryOpen.emptyTip
尚無可使用獎勵,尚无可使用奖励,No rewards available yet,,ไม่มีรางวัล,,8,報酬はありません,,7,보상은 없습니다,,9,Không có phần thưởng không có sẵn,,15,awardAvailable.emptyTip
尚無歷史獎勵,尚无历史奖励,No reward history yet,,ไม่มีผลตอบแทนทางประวัติศาสตร์,,7,歴史的な報酬はありません,,6,역사적 보상이 없습니다,,8,Không có phần thưởng lịch sử,,13,awardHistory.emptyTip
請輸入PIN碼,请输入PIN码,Please enter your PIN.,,กรุณากรอกรหัสพิน,,8,ピンコードを入力してください,,7,PIN 코드를 입력하십시오,,9,Vui lòng nhập mã pin,,15,securityVerifyMessage.pinInputTitle
生物辨識,生物辨识,Biometric,,อัตลักษณ์ทางชีวภาพ,,4,生物学的アイデンティティ,,4,생물학적 정체성,,5,Bản sắc sinh học,,9,securityVerifyMessage.biometric
驗證成功,验证成功,Verification Successful,,การยืนยันที่ประสบความสำเร็จ,,4,検証の成功,,4,성공적인 검증,,5,Xác minh thành công,,9,securityVerifyMessage.biometricValidateSuccess
驗證失敗,验证失败,Varification failed,,การตรวจสอบล้มเหลว,,4,検証に失敗しました,,4,확인이 실패했습니다,,5,xác minh không hoàn thành,,9,securityVerifyMessage.biometricValidateFail
掃描指紋或臉部進行身份驗證,扫描指纹或脸部进行身份验证,Scan your fingerprint or face for ID verification.,,สแกนลายนิ้วมือหรือใบหน้าเพื่อตรวจสอบสิทธิ์,,15,認証のために指紋またはフェイスをスキャンします,,13,인증을 위해 지문 또는 얼굴을 스캔하십시오,,18,Quét dấu vân tay hoặc mặt để xác thực,,29,securityVerifyMessage.androidLocalizedReason
掃描指紋進行身份驗證,扫描指纹进行身份验证,Scan your fingerprint for ID verification.,,การสแกนลายนิ้วมือสำหรับการรับรองความถูกต้อง,,11,認証のためのスキャン指紋,,10,인증을위한 지문 스캔,,14,Quét dấu vân tay để xác thực,,22,securityVerifyMessage.iosLocalizedReason
觸摸感應,触摸感应,Touch sensing,,การเหนี่ยวนำ,,4,タッチ誘導,,4,터치 유도,,5,Cảm ứng chạm,,9,securityVerifyMessage.fingerprintHint
"無法識別指紋, 請再嘗試一次","无法识别指纹, 请再尝试一次",The fingerprint cannot be recognized. Please try again.,,ไม่สามารถจดจำลายนิ้วมือได้โปรดลองครั้งเดียว,,14,指紋を認識できません。一度試してみてください,,12,지문을 인식 할 수 없습니다. 한 번 시도해보십시오,,16,"Không thể nhận ra dấu vân tay, vui lòng thử một lần",,27,securityVerifyMessage.fingerprintNotRecognized
